source_db,db_id,url,publication_refs,province,findspot_modern,findspot_ancient,type,text,date_from,date_to,date_basis_if_stated,person,rank,include,notes
EDCS,EDCS-49601940,https://edcs.hist.uzh.ch/monument/EDCS-49601940,"RIB 02 04, 02462,05,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,05,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601941,https://edcs.hist.uzh.ch/monument/EDCS-49601941,"RIB 02 04, 02462,05,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,05,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601942,https://edcs.hist.uzh.ch/monument/EDCS-49601942,"RIB 02 04, 02462,05,4",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,05,4); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49602455,https://edcs.hist.uzh.ch/monument/EDCS-49602455,"RIB 02 04, 02462,16,1",Britannia,Carlisle / Luguvalium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VI[III 3],,,EDCS: undated,-,tile stamp Legio VI[III 3],yes,"Stamped tile (RIB 02 04, 02462,16,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49602456,https://edcs.hist.uzh.ch/monument/EDCS-49602456,"RIB 02 04, 02462,16,2",Britannia,Carlisle / Luguvalium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VI[III 3],,,EDCS: undated,-,tile stamp Legio VI[III 3],yes,"Stamped tile (RIB 02 04, 02462,16,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49602457,https://edcs.hist.uzh.ch/monument/EDCS-49602457,"RIB 02 04, 02462,04,2",Britannia,Carlisle / Luguvalium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VIIII H(ispana),,,EDCS: undated,-,tile stamp Legio VIIII Hispana,yes,"Stamped tile (RIB 02 04, 02462,04,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49602458,https://edcs.hist.uzh.ch/monument/EDCS-49602458,"EE 09 01269; RIB 02 04, 02462,03",Britannia,Carlisle / Luguvalium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VI[III 3],,,EDCS: undated,-,tile stamp Legio VI[III 3],yes,Stamped tile (EE 09 01269); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-51700627,https://edcs.hist.uzh.ch/monument/EDCS-51700627,"RIB 02 07, 02501,007",Britannia,London / Londinium,,,[3] ima(giniferi) leg(ionis) IX [3],,,EDCS: undated,anonymous,imaginifer leg. IX (graffito),yes,"RIB II 2501.7 (London); duplicate entry of EDCS-15100031 / AE 1949, 103."
EDCS,EDCS-62100005,https://edcs.hist.uzh.ch/monument/EDCS-62100005,CIL 07 01224e,Britannia,North Thoresby,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,Stamped tile (CIL 07 01224e); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-62100894,https://edcs.hist.uzh.ch/monument/EDCS-62100894,CIL 07 01224a,Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,Stamped tile (CIL 07 01224a); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-62100898,https://edcs.hist.uzh.ch/monument/EDCS-62100898,CIL 07 01224b,Britannia,Cockridge,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,Stamped tile (CIL 07 01224b); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-62100899,https://edcs.hist.uzh.ch/monument/EDCS-62100899,CIL 07 01224c,Britannia,Lanthorp,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,Stamped tile (CIL 07 01224c); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-62100913,https://edcs.hist.uzh.ch/monument/EDCS-62100913,CIL 07 01224d,Britannia,Aldborough / Isurium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,Stamped tile (CIL 07 01224d); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-68000006,https://edcs.hist.uzh.ch/monument/EDCS-68000006,EDCS 01067 {Manfred Clauss}; Hirsch 317 591,Provincia incerta,?,,milites; tituli possessionis / material: argentum,IX HISP XI,,,EDCS: undated,-,object inscribed IX HISP XI,flag,"Unprovenanced (Hirsch auction 317, 591); EDCS ""Provincia incerta""."
EDCS,EDCS-70500019,https://edcs.hist.uzh.ch/monument/EDCS-70500019,EDCS 00956 {Manfred Clauss}; TimelineAuctions 052016 00497,Provincia incerta,?,,milites; tituli possessionis / material: argentum,IX / Hisp(ana) / IX,,,EDCS: undated,-,object inscribed IX / HISP / IX,flag,"Unprovenanced (TimeLine Auctions 2016); EDCS ""Provincia incerta""."
EDCS,EDCS-74300002,https://edcs.hist.uzh.ch/monument/EDCS-74300002,HAnt 1996 91,Hispania citerior,Rebolledo de la Torre,,milites; mulieres; tituli sepulcrales; tria nomina; viri / material: lapis,[3]lio Elaes[o] / [3]i f(ilio) militi an(norum) XXV / [legi]oni(s) nonae / [Hispa]nae aeroru(m) / [3 A]ia mater f(aciendum) c(uravit),65,150,EDCS dating field (no criteria stated),[...]lius Elaesus,miles leg. nonae Hispanae,yes,"HAnt 1996, 91; duplicate entry of EDCS-44800120."
EDCS,EDCS-76900071,https://edcs.hist.uzh.ch/monument/EDCS-76900071,"CIL 06 03492b (p 3396, 3846); CIL 06 32901b; D 02288; IDRE 01 00024; AE 1994 00037; AE 1995 00044; AE 2019 +00015",Roma,Roma,,milites / material: lapis,Nomina leg(ionum) || II Aug(usta) / VI Victr(ix) / XX Victr(ix) / VIII Aug(usta) / XXII Prim(igenia) / I Min(ervia) / XXX Ulp(ia) / I Adiut(rix) / X Gem(ina) / XIIII Gem(ina) / I Parth(ica) || II Adiut(rix) / IIII Flav(ia) / VII Claud(ia) / I Italic(a) / V Maced(onica) / XI Claud(ia) / XIII Gem(ina) / XII Fulm(inata) / XV Apol(linaris) / III Gall(ica) / II Parth(ica) || IIII Scyth(ica) / XVI Flav(ia) / VI Ferrat(a) / X Frete(nsis) / III Cyren(aica) / II Traian(a) / III Aug(usta) / VII Gem(ina) / II Italic(a) / III Italic(a) / III Parth(ica),200,200,EDCS dating field (no criteria stated),-,"""Nomina legionum"": list of the 33 legions (Severan, after 197)",yes,"CIL VI 3492b = ILS 2288 (Rome, second column, identical list); IX Hispana ABSENT. Not in EDH."
EDCS,EDCS-78400190,https://edcs.hist.uzh.ch/monument/EDCS-78400190,CIL 05 *00422; Sartori-2020 00473,Venetia et Histria / Regio X,Verona,,milites; praenomen et nomen; tituli sepulcrales; viri / material: lapis,C(aius) Fabius / C(ai) f(ilius) Publi(lia) / Verona / miles leg(ionis) / VIIII Hisp(anae) / h(ic) s(itus) <e=B>(st),,,EDCS: undated,C. Fabius C. f. Pub. Verona,miles leg. VIIII Hisp(anae),flag,"CIL V *422 (Verona, ""falsae vel alienae""): duplicate record of the Aquileia stone CIL V 911 = EDCS-01600189; counted once."
EDCS,EDCS-84100016,https://edcs.hist.uzh.ch/monument/EDCS-84100016,AEA 2020/21 00031; AE 2020 00932,Noricum,Linz / Lentia,,milites; tituli fabricationis; viri / material: opus figlinae,Im(m)un(is) Vo() / leg(ionis) IX,,,EDCS: undated,Vo[...] (immunis),immunis leg. IX (graffito on object),flag,"AE 2020, 932 = AEA 2020/21, 31 (Lentia/Linz, Noricum). Recently published graffito naming an immunis of leg. IX without cognomen; undated in EDCS; attribution to IX Hispana plausible (no other imperial ninth legion) but unverified. Not in EDH."
